year,name,price,mileage,location,page,url,model,mileage_mid
2013,2013 Honda CIVIC 2.0 S (A),29800.0,100000 - 109999,Johor,43,https://www.mudah.my/2013-honda-civic-2-0-s-a-108757366.htm,civic,104999.5
2017,2017 Honda CITY 1.5 V (A) CASH B/L LOAN KEDAI,43800.0,85000 - 89999,Kuala Lumpur,43,https://www.mudah.my/2017-honda-city-1-5-v-a-cash-b-l-loan-kedai-108731103.htm,city,87499.5
2023,2023 Honda CITY 1.5 V  (A) Full service record,72800.0,10000 - 14999,Johor,43,https://www.mudah.my/2023-honda-city-1-5-v-a-full-service-record-108757358.htm,city,12499.5
2019,Honda CIVIC 1.5 TC (A) BoostBlue/FullLoan/Waranty,86999.0,50000 - 54999,Selangor,43,https://www.mudah.my/honda-civic-1-5-tc-a-boostblue-fullloan-waranty-108328894.htm,civic,52499.5
2018,Honda CIVIC 1.8 S i-VTEC (A) TypeR2BodyKit/FulLoan,76999.0,60000 - 64999,Selangor,43,https://www.mudah.my/honda-civic-1-8-s-i-vtec-a-typer2bodykit-fulloan-107955033.htm,civic,62499.5
2021,Honda CIVIC 1.5 TC-P FACELIFT UNDER HONDA WARRANTY,99900.0,40000 - 44999,Selangor,43,https://www.mudah.my/honda-civic-1-5-tc-p-facelift-under-honda-warranty-108440301.htm,civic,42499.5
2016,Honda CIVIC 1.5 TC-P F/CONVERT TYPE R KIT LEATHER,72900.0,70000 - 74999,Selangor,43,https://www.mudah.my/honda-civic-1-5-tc-p-f-convert-type-r-kit-leather-106300058.htm,civic,72499.5
2020,Honda CR-V 1.5 TC-P FACELIFT HONDA WARRANTY F.S.R,99900.0,45000 - 49999,Selangor,43,https://www.mudah.my/honda-cr-v-1-5-tc-p-facelift-honda-warranty-f-s-r-106526355.htm,cr-v,47499.5
2021,2021 Honda CR-V I-VTEC 2WD 2.0 (A),108800.0,70000 - 74999,Selangor,43,https://www.mudah.my/2021-honda-cr-v-i-vtec-2wd-2-0-a-108613930.htm,cr-v,72499.5
2016,2016 Honda CR-V 2.0 2WD FACELIFT (A),65800.0,120000 - 129999,Johor,43,https://www.mudah.my/2016-honda-cr-v-2-0-2wd-facelift-a-108715617.htm,cr-v,124999.5
2018,2018 Honda JAZZ 1.5 HYB (A)FULL WARRANTY 3YEAR H/L,46999.0,65000 - 69999,Johor,43,https://www.mudah.my/2018-honda-jazz-1-5-hyb-a-full-warranty-3year-h-l-108536400.htm,jazz,67499.5
2018,2018 Honda Civic 1.8 (A) FULL WARRANTY 3YEAR H/L,72999.0,70000 - 74999,Johor,43,https://www.mudah.my/2018-honda-civic-1-8-a-full-warranty-3year-h-l-108434769.htm,civic,72499.5
2011,Honda CITY 1.5 E 2011 YEAR PADDLESHIFT. CASH BUYER,21800.0,130000 - 139999,Kuala Lumpur,43,https://www.mudah.my/honda-city-1-5-e-2011-year-paddleshift-cash-buyer-108450465.htm,city,134999.5
2017,Honda CITY 1.5 S NEW FACELIFT 2017 YEAR,45800.0,80000 - 84999,Kuala Lumpur,43,https://www.mudah.my/honda-city-1-5-s-new-facelift-2017-year-108352080.htm,city,82499.5
2011,2011 Honda CIVIC 1.8 FD (A) LOAN KEDAI / FULL LOAN,38800.0,75000 - 79999,Kuala Lumpur,43,https://www.mudah.my/2011-honda-civic-1-8-fd-a-loan-kedai-full-loan-108313633.htm,civic,77499.5
2011,2011 Honda CIVIC 1.8 S-L L0AN KEDAI LOW DEPO,38800.0,80000 - 84999,Selangor,43,https://www.mudah.my/2011-honda-civic-1-8-s-l-l0an-kedai-low-depo-108036307.htm,civic,82499.5
2016,2016 Honda CIVIC 1.5 TC-PREMIUM FREE WARRANTY TC-P,72770.0,85000 - 89999,Selangor,43,https://www.mudah.my/2016-honda-civic-1-5-tc-premium-free-warranty-tc-p-107816497.htm,civic,87499.5
2022,2022 Honda CITY 1.5 V HATCHBACK (A) 16K KM WRTY,72770.0,15000 - 19999,Selangor,43,https://www.mudah.my/2022-honda-city-1-5-v-hatchback-a-16k-km-wrty-107432002.htm,city,17499.5
2010,2010 Honda ACCORD 2.0 VTi  One Careful Owner,23900.0,110000 - 119999,Selangor,44,https://www.mudah.my/2010-honda-accord-2-0-vti-one-careful-owner-108219625.htm,accord,114999.5
2020,2020 Honda JAZZ S 1.5L (A)MUGEN BODYKIT L.MILEAGE,59800.0,75000 - 79999,Kuala Lumpur,44,https://www.mudah.my/2020-honda-jazz-s-1-5l-a-mugen-bodykit-l-mileage-108723838.htm,jazz,77499.5
2019,2019 Honda JAZZ 1.5 S FACELIFT(A)L.MILEAGE 1 OWNER,56800.0,85000 - 89999,Kuala Lumpur,44,https://www.mudah.my/2019-honda-jazz-1-5-s-facelift-a-l-mileage-1-owner-108723490.htm,jazz,87499.5
2018,2018 Honda JAZZ 1.5 V (A) MUGEN BODYKIT R.CAMERA,61800.0,85000 - 89999,Kuala Lumpur,44,https://www.mudah.my/2018-honda-jazz-1-5-v-a-mugen-bodykit-r-camera-108681936.htm,jazz,87499.5
2024,2024 Honda HR-V KING OFFER ❌️❌️ ❌️❌️❌️ FULLOAN,95700.0,0 - 4999,Selangor,44,https://www.mudah.my/2024-honda-hr-v-king-offer-fulloan-108523299.htm,hr-v,2499.5
2024,2024 Honda CITY KING DISCOUNT ❌️❌️ ❌️❌️❌️ FULLOAN,66600.0,0 - 4999,Selangor,44,https://www.mudah.my/2024-honda-city-king-discount-fulloan-108160908.htm,city,2499.5
2016,HONDA CR-V 2.0 FACELIFT ORi PAINT NO PROCESSING FE,53900.0,85000 - 89999,Selangor,44,https://www.mudah.my/honda-cr-v-2-0-facelift-ori-paint-no-processing-fe-107408319.htm,cr-v,87499.5
2018,Honda CR-V 1.5 TC-P 2WD FULL HONDA SERVICE WARRANT,83900.0,75000 - 79999,Selangor,44,https://www.mudah.my/honda-cr-v-1-5-tc-p-2wd-full-honda-service-warrant-106776813.htm,cr-v,77499.5
2021,2021 Honda ACCORD TC-P 1.5L (A) LOWEST MILEAGE,126888.0,40000 - 44999,Selangor,44,https://www.mudah.my/2021-honda-accord-tc-p-1-5l-a-lowest-mileage-108627544.htm,accord,42499.5
2021,2021 Honda CIVIC 1.5 (M) FK7 RARE F/LOAN,146700.0,15000 - 19999,Johor,44,https://www.mudah.my/2021-honda-civic-1-5-m-fk7-rare-f-loan-107247774.htm,civic,17499.5
2018,2018 Honda CITY 1.5 E FACELIFT (A) FSR HONDA,56800.0,45000 - 49999,Kuala Lumpur,44,https://www.mudah.my/2018-honda-city-1-5-e-facelift-a-fsr-honda-107867825.htm,city,47499.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A) FSR HONDA,75800.0,85000 - 89999,Kuala Lumpur,44,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-fsr-honda-108306501.htm,civic,87499.5
2022,2022 Honda CIVIC 2.0 TYPE R (FL5) (R-01321) 4300km,295800.0,0 - 4999,Selangor,44,https://www.mudah.my/2022-honda-civic-2-0-type-r-fl5-r-01321-4300km-105715219.htm,civic,2499.5
2021,2021 Honda ODYSSEY 2.4 Absolute 360 Cam Power Boot,185000.0,10000 - 14999,Kuala Lumpur,44,https://www.mudah.my/2021-honda-odyssey-2-4-absolute-360-cam-power-boot-108578969.htm,odyssey,12499.5
2017,2017 Honda CIVIC 1.8 S i-VTEC (A) FREE WARRANTY,63770.0,80000 - 84999,Selangor,44,https://www.mudah.my/2017-honda-civic-1-8-s-i-vtec-a-free-warranty-106901867.htm,civic,82499.5
2022,2022 Honda CITY 1.5 V (A) FREE WARRANTY L/MILEAGE,68770.0,15000 - 19999,Selangor,44,https://www.mudah.my/2022-honda-city-1-5-v-a-free-warranty-l-mileage-106473952.htm,city,17499.5
2017,Honda JAZZ 1.5 V (A) CarbonBonet/FullBodykit/FSR,56999.0,60000 - 64999,Selangor,44,https://www.mudah.my/honda-jazz-1-5-v-a-carbonbonet-fullbodykit-fsr-108507061.htm,jazz,62499.5
2017,Honda CIVIC 1.8 S i-VTEC (A) FullBodykit/FullLoan,69999.0,85000 - 89999,Selangor,44,https://www.mudah.my/honda-civic-1-8-s-i-vtec-a-fullbodykit-fullloan-108455936.htm,civic,87499.5
2017,2017 Honda CR-V 1.5 TC-P (A) AUTO BOOT F.LEATHER,89800.0,80000 - 84999,Kuala Lumpur,44,https://www.mudah.my/2017-honda-cr-v-1-5-tc-p-a-auto-boot-f-leather-108514583.htm,cr-v,82499.5
2019,Honda JAZZ 1.5 S FACELIFT (A) Full loan Push Start,52788.0,85000 - 89999,Selangor,44,https://www.mudah.my/honda-jazz-1-5-s-facelift-a-full-loan-push-start-108449496.htm,jazz,87499.5
2019,Honda BR-V 1.5 V FullLoan 3YEAR WARANTY 2019 BRV V,52800.0,65000 - 69999,Kuala Lumpur,44,https://www.mudah.my/honda-br-v-1-5-v-fullloan-3year-waranty-2019-brv-v-108611878.htm,br-v,67499.5
2018,2018 Honda CIVIC 1.5 TC-PREMIUM (A) Full Service,90800.0,100000 - 109999,Kuala Lumpur,44,https://www.mudah.my/2018-honda-civic-1-5-tc-premium-a-full-service-108629915.htm,civic,104999.5
2013,NOV 2013 HONDA CITY 1.5 E (A) Facelift High Spec,26888.0,120000 - 129999,Penang,44,https://www.mudah.my/nov-2013-honda-city-1-5-e-a-facelift-high-spec-108605837.htm,city,124999.5
2018,2018 Honda JAZZ 1.5 V (A) KEYLESS FULLOAN,60800.0,90000 - 94999,Selangor,44,https://www.mudah.my/2018-honda-jazz-1-5-v-a-keyless-fulloan-108022299.htm,jazz,92499.5
2011,2011 Honda CIVIC 1.8 S-L iVTEC FACELIFT (A),32800.0,180000 - 189999,Selangor,44,https://www.mudah.my/2011-honda-civic-1-8-s-l-ivtec-facelift-a-108109831.htm,civic,184999.5
2017,Honda CIVIC 1.5 TC TC-P S TYPE R BDKT L/SEAT L/ENT,71900.0,65000 - 69999,Selangor,44,https://www.mudah.my/honda-civic-1-5-tc-tc-p-s-type-r-bdkt-l-seat-l-ent-108280201.htm,civic,67499.5
2015,NO PROCESSiNG Honda HR-V 1.8 L/SEAT P/START R/CAM,46900.0,90000 - 94999,Selangor,44,https://www.mudah.my/no-processing-honda-hr-v-1-8-l-seat-p-start-r-cam-107999645.htm,hr-v,92499.5
2019,MERDEKA Honda CR-V 1.5 TC-P F.S.R HONDA FULL LOAN,95900.0,60000 - 64999,Selangor,44,https://www.mudah.my/merdeka-honda-cr-v-1-5-tc-p-f-s-r-honda-full-loan-106960475.htm,cr-v,62499.5
2022,2022 Honda CITY 1.5 E (A) UNDER WARRANTY 30K KM,62888.0,25000 - 29999,Selangor,44,https://www.mudah.my/2022-honda-city-1-5-e-a-under-warranty-30k-km-108586588.htm,city,27499.5
2011,2011 Honda ACCORD 2.0 VTi-L (A),26081.0,95000 - 99999,Kuala Lumpur,44,https://www.mudah.my/2011-honda-accord-2-0-vti-l-a-105815289.htm,accord,97499.5
2017,2017 Honda CR-V 1.5 TC-P 2WD (A),93800.0,90000 - 94999,Selangor,44,https://www.mudah.my/2017-honda-cr-v-1-5-tc-p-2wd-a-108601158.htm,cr-v,92499.5
2019,Honda CITY 1.5 V /FULL LEATHER/KEYLESS,58500.0,90000 - 94999,Selangor,44,https://www.mudah.my/honda-city-1-5-v-full-leather-keyless-108254143.htm,city,92499.5
2023,2023 Honda CIVIC 2.0 TYPE R (FL5) (A),298000.0,0 - 4999,Selangor,44,https://www.mudah.my/2023-honda-civic-2-0-type-r-fl5-a-107662174.htm,civic,2499.5
2020,2020 Honda HR-V 1.8 V (A) TIP TOP CONDITION!!!,71780.0,60000 - 64999,Kuala Lumpur,44,https://www.mudah.my/2020-honda-hr-v-1-8-v-a-tip-top-condition-107864980.htm,hr-v,62499.5
2017,2017 Honda CITY 1.5 V (A) CASH B/L LOAN KEDAI,43800.0,80000 - 84999,Kuala Lumpur,44,https://www.mudah.my/2017-honda-city-1-5-v-a-cash-b-l-loan-kedai-108543842.htm,city,82499.5
2020,2020 Honda CIVIC 1.5 TC (A) FREE WARRANTY FACELIFT,91770.0,60000 - 64999,Selangor,44,https://www.mudah.my/2020-honda-civic-1-5-tc-a-free-warranty-facelift-107431902.htm,civic,62499.5
2021,2021 Honda HR-V 1.8 E (A) FSR FREE WARRANTY,75770.0,30000 - 34999,Selangor,44,https://www.mudah.my/2021-honda-hr-v-1-8-e-a-fsr-free-warranty-105492677.htm,hr-v,32499.5
2022,2022 Honda CIVIC 1.5 RS (A) 20K KM FREE WARRANTY,120770.0,20000 - 24999,Selangor,44,https://www.mudah.my/2022-honda-civic-1-5-rs-a-20k-km-free-warranty-108133208.htm,civic,22499.5
2005,2005 Honda STREAM 1.7 (A) LIKE NEW CAR,18999.0,130000 - 139999,Selangor,44,https://www.mudah.my/2005-honda-stream-1-7-a-like-new-car-108756710.htm,stream,134999.5
2022,Honda BR-V V 1.5L (A) OriCondition/UnderWaranty,68999.0,50000 - 54999,Selangor,44,https://www.mudah.my/honda-br-v-v-1-5l-a-oricondition-underwaranty-108417136.htm,br-v,52499.5
2015,2015 Honda HR-V 1.8 S (A),41414.0,120000 - 129999,Kuala Lumpur,45,https://www.mudah.my/2015-honda-hr-v-1-8-s-a-108241250.htm,hr-v,124999.5
2015,FULL L0AN **2015 Honda CITY 1.5 S (A),35414.0,120000 - 129999,Kuala Lumpur,45,https://www.mudah.my/full-l0an-2015-honda-city-1-5-s-a-108191228.htm,city,124999.5
2016,2016 Honda HR-V 1.8 E (A) Bulanan lapan ratus,51799.0,70000 - 74999,Johor,45,https://www.mudah.my/2016-honda-hr-v-1-8-e-a-bulanan-lapan-ratus-108295025.htm,hr-v,72499.5
2016,2016 Honda ACCORD 2.0 VTi-L FACELIFT (A),74799.0,70000 - 74999,Johor,45,https://www.mudah.my/2016-honda-accord-2-0-vti-l-facelift-a-108192242.htm,accord,72499.5
2014,2014 Honda CITY 1.5 E/S/V (A)Blh Full Loan Kedai,29990.0,100000 - 109999,Selangor,45,https://www.mudah.my/2014-honda-city-1-5-e-s-v-a-blh-full-loan-kedai-107942405.htm,city,104999.5
2017,Honda HR-V 1.8 S ENHANCED (A),45000.0,80000 - 84999,Selangor,45,https://www.mudah.my/honda-hr-v-1-8-s-enhanced-a-108532426.htm,hr-v,82499.5
2016,2016 Honda CR-V 2.4 AWD FACELIFT (A) 3 Y.WARRANTY,58800.0,100000 - 109999,Kuala Lumpur,45,https://www.mudah.my/2016-honda-cr-v-2-4-awd-facelift-a-3-y-warranty-108453026.htm,cr-v,104999.5
2016,2016 Honda CR-V 2.4 AWD FACELIFT (A) 3 Y.WARRANTY,65800.0,100000 - 109999,Kuala Lumpur,45,https://www.mudah.my/2016-honda-cr-v-2-4-awd-facelift-a-3-y-warranty-108297825.htm,cr-v,104999.5
2017,2017 Honda CR-V 2.0 FACELIFT (A) FULL SERVICE KING,62800.0,100000 - 109999,Kuala Lumpur,45,https://www.mudah.my/2017-honda-cr-v-2-0-facelift-a-full-service-king-107851328.htm,cr-v,104999.5
2018,Honda CIVIC 1.5 TC-P TC S FL5 TAiLIGHT TYPE R BDKT,84900.0,55000 - 59999,Selangor,45,https://www.mudah.my/honda-civic-1-5-tc-p-tc-s-fl5-tailight-type-r-bdkt-108650001.htm,civic,57499.5
2016,Honda CIVIC 1.5 TC-P TYPE R BODYKIT LEATHER R/CAM,72900.0,70000 - 74999,Selangor,45,https://www.mudah.my/honda-civic-1-5-tc-p-type-r-bodykit-leather-r-cam-107434800.htm,civic,72499.5
2008,2008 Honda CITY 1.5 VTEC (A) CANTIK HEBAT,13800.0,95000 - 99999,Kuala Lumpur,45,https://www.mudah.my/2008-honda-city-1-5-vtec-a-cantik-hebat-108123746.htm,city,97499.5
2004,2004 Honda STREAM 2.0 iVS IMPORT BARU 1st OWNER,18800.0,75000 - 79999,Kuala Lumpur,45,https://www.mudah.my/2004-honda-stream-2-0-ivs-import-baru-1st-owner-108365764.htm,stream,77499.5
2018,2018 Honda CITY 1.5 E FACELIFT (A),57800.0,100000 - 109999,Johor,45,https://www.mudah.my/2018-honda-city-1-5-e-facelift-a-107580338.htm,city,104999.5
2015,2015 Honda ACCORD 2.0 VTi (A) OWN CAR MUT VIEW,48800.0,170000 - 179999,Kuala Lumpur,45,https://www.mudah.my/2015-honda-accord-2-0-vti-a-own-car-mut-view-107143139.htm,accord,174999.5
2021,2021 Honda CITY 1.5 E (A),64800.0,50000 - 54999,Johor,45,https://www.mudah.my/2021-honda-city-1-5-e-a-108350600.htm,city,52499.5
2015,Honda CITY 1.5 E /FULL LEATHER/BODYKIT,38800.0,130000 - 139999,Selangor,45,https://www.mudah.my/honda-city-1-5-e-full-leather-bodykit-107376819.htm,city,134999.5
2019,2019 Honda CITY 1.5 V (A),58780.0,65000 - 69999,Kuala Lumpur,45,https://www.mudah.my/2019-honda-city-1-5-v-a-106438635.htm,city,67499.5
2016,2016 Honda CIVIC 1.5 TC-P (A) TIP TOP CONDITION,72800.0,100000 - 109999,Kuala Lumpur,45,https://www.mudah.my/2016-honda-civic-1-5-tc-p-a-tip-top-condition-108419757.htm,civic,104999.5
2022,Honda CIVIC 1.5 RS (A) 2022,119800.0,30000 - 34999,Sarawak,45,https://www.mudah.my/honda-civic-1-5-rs-a-2022-108610829.htm,civic,32499.5
2014,Honda Odyssey RC1 2.4L EXV Leather Seats High Spec,74900.0,100000 - 109999,Selangor,45,https://www.mudah.my/honda-odyssey-rc1-2-4l-exv-leather-seats-high-spec-108643771.htm,odyssey,104999.5
2019,Honda Jazz 1.5L i-VTEC Facelift 3Yrs Wrrty Fulloan,53900.0,90000 - 94999,Selangor,45,https://www.mudah.my/honda-jazz-1-5l-i-vtec-facelift-3yrs-wrrty-fulloan-108189724.htm,jazz,92499.5
2016,2016 Honda CIVIC 1.5 TC (A) FREE WARRANTY L/MILS,70770.0,85000 - 89999,Selangor,45,https://www.mudah.my/2016-honda-civic-1-5-tc-a-free-warranty-l-mils-107360370.htm,civic,87499.5
2016,2016 Honda HR-V 1.8 V (A) FREE WARRANTY L/MILEAGE,48770.0,70000 - 74999,Selangor,45,https://www.mudah.my/2016-honda-hr-v-1-8-v-a-free-warranty-l-mileage-104760993.htm,hr-v,72499.5
2016,2016 Honda CIVIC 1.5 TC-PREMIUM (A) TCP FC SPORT,79800.0,100000 - 109999,Johor,45,https://www.mudah.my/2016-honda-civic-1-5-tc-premium-a-tcp-fc-sport-108756567.htm,civic,104999.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A) Type R bodykit,82799.0,60000 - 64999,Johor,45,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-type-r-bodykit-106929044.htm,civic,62499.5
2014,2014 Honda Accord 2.0 VTi-L High Spec Sedan,39800.0,120000 - 129999,Selangor,45,https://www.mudah.my/2014-honda-accord-2-0-vti-l-high-spec-sedan-108756633.htm,accord,124999.5
2016,2016 Honda CITY 1.5 V (A)FUL LOAN!!LOAN KEDAI!!!,43800.0,85000 - 89999,Kuala Lumpur,45,https://www.mudah.my/2016-honda-city-1-5-v-a-ful-loan-loan-kedai-108536684.htm,city,87499.5
2015,2015 Honda CITY 1.5 E (A) TIPTOP CONDITION!!!,36800.0,90000 - 94999,Kuala Lumpur,45,https://www.mudah.my/2015-honda-city-1-5-e-a-tiptop-condition-108377458.htm,city,92499.5
2011,2011 Honda CIVIC 1.8 TYPE R (A) LOAN KEDAI!!!,40800.0,95000 - 99999,Kuala Lumpur,45,https://www.mudah.my/2011-honda-civic-1-8-type-r-a-loan-kedai-108397706.htm,civic,97499.5
2015,2015 Honda CIVIC 1.8 S FACELIFT (A)FULL LOAN,39900.0,85000 - 89999,Selangor,45,https://www.mudah.my/2015-honda-civic-1-8-s-facelift-a-full-loan-107667211.htm,civic,87499.5
2019,2019 Honda ACCORD 2.0 VTi-L FACELIFT (A),78888.0,95000 - 99999,Kuala Lumpur,45,https://www.mudah.my/2019-honda-accord-2-0-vti-l-facelift-a-105157283.htm,accord,97499.5
2018,Honda HR-V E 1.8 FULL LOAN 3YEAR  WARRANTY 2018 HRV,49800.0,65000 - 69999,Kuala Lumpur,45,https://www.mudah.my/honda-hr-v-e-1-8-full-loan-3year-warranty-2018-hrv-108527802.htm,hr-v,67499.5
2018,Honda HR-V 1.8 E Full Loan 3Year Warranty 2018 HRV,51800.0,70000 - 74999,Kuala Lumpur,45,https://www.mudah.my/honda-hr-v-1-8-e-full-loan-3year-warranty-2018-hrv-108265998.htm,hr-v,72499.5
2020,Honda CITY 1.5 E 9Year FullLoan 3YEAR WARANTY 2020,54800.0,60000 - 64999,Kuala Lumpur,45,https://www.mudah.my/honda-city-1-5-e-9year-fullloan-3year-waranty-2020-108306900.htm,city,62499.5
2013,2013 Honda CR-Z 1.5 FACELIFT SPORT RIM SPROT PLUS,36900.0,70000 - 74999,Kuala Lumpur,45,https://www.mudah.my/2013-honda-cr-z-1-5-facelift-sport-rim-sprot-plus-107216223.htm,cr-z,72499.5
2018,2018 Honda Civic 1.5 TC-P Premium Vtec Sedan,80800.0,140000 - 149999,Selangor,45,https://www.mudah.my/2018-honda-civic-1-5-tc-p-premium-vtec-sedan-108425707.htm,civic,144999.5
2016,2016 Honda ACCORD 2.0 VTi-L 2 YEARS WARRANTY 2.4,45888.0,85000 - 89999,Selangor,45,https://www.mudah.my/2016-honda-accord-2-0-vti-l-2-years-warranty-2-4-108730722.htm,accord,87499.5
2022,2022 Honda CITY 1.5 e-HEV RS HATCHBACK (A) Premium,82800.0,40000 - 44999,Kuala Lumpur,45,https://www.mudah.my/2022-honda-city-1-5-e-hev-rs-hatchback-a-premium-108756561.htm,city,42499.5
2020,2020 Honda HR-V 1.8 V (A),69780.0,60000 - 64999,Kuala Lumpur,45,https://www.mudah.my/2020-honda-hr-v-1-8-v-a-107801620.htm,hr-v,62499.5
2011,Honda CIVIC 1.8 (A) i-VTEC SUPER GOOD CONDITION!!,27800.0,120000 - 129999,Kuala Lumpur,46,https://www.mudah.my/honda-civic-1-8-a-i-vtec-super-good-condition-107379665.htm,civic,124999.5
2022,2022 Honda CITY 1.5 E (A) FREE WARRANTY P/SHIFTER,64770.0,65000 - 69999,Selangor,46,https://www.mudah.my/2022-honda-city-1-5-e-a-free-warranty-p-shifter-108544023.htm,city,67499.5
2022,2022 Honda CITY 1.5 S HATCHBACK (A) 32K KM MILEAGE,66770.0,30000 - 34999,Selangor,46,https://www.mudah.my/2022-honda-city-1-5-s-hatchback-a-32k-km-mileage-108133265.htm,city,32499.5
2022,2022 Honda CR-V 1.5 TC-P 4WD (A) LOW MILEAGE FSR,125770.0,50000 - 54999,Selangor,46,https://www.mudah.my/2022-honda-cr-v-1-5-tc-p-4wd-a-low-mileage-fsr-107771484.htm,cr-v,52499.5
2020,2020 Honda CITY 1.5 V (A) sape cepat dia dapat,63800.0,30000 - 34999,Kuala Lumpur,46,https://www.mudah.my/2020-honda-city-1-5-v-a-sape-cepat-dia-dapat-108330275.htm,city,32499.5
2019,2019 Honda JAZZ 1.5 (A) DEPOSIT 300 LIKE NEW,55800.0,85000 - 89999,Selangor,46,https://www.mudah.my/2019-honda-jazz-1-5-a-deposit-300-like-new-106967820.htm,jazz,87499.5
2017,2017 Honda CIVIC 1.5 (A) TC-PREMIUM H/SPEC H/LOAN,78800.0,85000 - 89999,Selangor,46,https://www.mudah.my/2017-honda-civic-1-5-a-tc-premium-h-spec-h-loan-107615780.htm,civic,87499.5
2012,ORI12 Honda STREAM 1.8 RSZ SUNROOF HONDA MALAYSIA,45888.0,75000 - 79999,Selangor,46,https://www.mudah.my/ori12-honda-stream-1-8-rsz-sunroof-honda-malaysia-107771347.htm,stream,77499.5
2016,ORI16/17 Honda CIVIC 1.5 TC TYRE-R BODYKIT 1 OWNER,72888.0,65000 - 69999,Kuala Lumpur,46,https://www.mudah.my/ori16-17-honda-civic-1-5-tc-tyre-r-bodykit-1-owner-108756515.htm,civic,67499.5
2018,2018 Honda HR-V 1.8 V (A) FULL SPEC LOAN 9 TAHUN,60800.0,60000 - 64999,Johor,46,https://www.mudah.my/2018-honda-hr-v-1-8-v-a-full-spec-loan-9-tahun-107987877.htm,hr-v,62499.5
2015,2015 Honda JAZZ 1.5 V (A)Full Spec/Full Loan,42900.0,90000 - 94999,Selangor,46,https://www.mudah.my/2015-honda-jazz-1-5-v-a-full-spec-full-loan-108469766.htm,jazz,92499.5
2009,2009 Honda ACCORD 2.0 VTi (A)Boleh Loan Lagi,19900.0,110000 - 119999,Selangor,46,https://www.mudah.my/2009-honda-accord-2-0-vti-a-boleh-loan-lagi-108394676.htm,accord,114999.5
2016,2016 Honda CITY 1.5 V (A)FUL L0AN!!!L0AN KEDAI!!!,43800.0,85000 - 89999,Kuala Lumpur,46,https://www.mudah.my/2016-honda-city-1-5-v-a-ful-l0an-l0an-kedai-108718393.htm,city,87499.5
2022,2022 Honda CR-V 1.5 TC-P 2WD (A) NEWCARRATE CRV,133800.0,40000 - 44999,Selangor,46,https://www.mudah.my/2022-honda-cr-v-1-5-tc-p-2wd-a-newcarrate-crv-108579688.htm,cr-v,42499.5
2016,2016 Honda HR-V 1.8 V (A)FSV REKOD,54800.0,90000 - 94999,Kuala Lumpur,46,https://www.mudah.my/2016-honda-hr-v-1-8-v-a-fsv-rekod-108407383.htm,hr-v,92499.5
2018,2018 Honda CITY 1.5 E FACELIFT (A) 2 YEAR WARRANTY,47888.0,60000 - 64999,Selangor,46,https://www.mudah.my/2018-honda-city-1-5-e-facelift-a-2-year-warranty-108431791.htm,city,62499.5
2017,2017 Honda CIVIC 1.5 TC (A) Si EDITION LIMITED 1.8,70888.0,70000 - 74999,Selangor,46,https://www.mudah.my/2017-honda-civic-1-5-tc-a-si-edition-limited-1-8-107405109.htm,civic,72499.5
2015,Honda CITY 1.5 V (A) E OTR PRICE NO PROSESING,32800.0,80000 - 84999,Kuala Lumpur,46,https://www.mudah.my/honda-city-1-5-v-a-e-otr-price-no-prosesing-107309320.htm,city,82499.5
2018,2018 Honda HR-V 1.8 V ENHANCED (A),62780.0,80000 - 84999,Kuala Lumpur,46,https://www.mudah.my/2018-honda-hr-v-1-8-v-enhanced-a-107865359.htm,hr-v,82499.5
2017,HONDA CIVIC 1.5 TC-P Type-R BODYKIT KETAM TCP FK8,72500.0,70000 - 74999,Kuala Lumpur,46,https://www.mudah.my/honda-civic-1-5-tc-p-type-r-bodykit-ketam-tcp-fk8-108447853.htm,civic,72499.5
2021,2021 Honda CIVIC 1.5 FK7 SR FULL LEATHER SALES,153000.0,20000 - 24999,Selangor,46,https://www.mudah.my/2021-honda-civic-1-5-fk7-sr-full-leather-sales-107605231.htm,civic,22499.5
2018,2018 Honda CIVIC 1.5 TC (A) FREE WARRANTY TC-P,75770.0,80000 - 84999,Selangor,46,https://www.mudah.my/2018-honda-civic-1-5-tc-a-free-warranty-tc-p-106144230.htm,civic,82499.5
2019,2019 Honda BR-V 1.5 E (A) WARRANTY LEATHER SEAT,45770.0,60000 - 64999,Selangor,46,https://www.mudah.my/2019-honda-br-v-1-5-e-a-warranty-leather-seat-108598365.htm,br-v,62499.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A) FREE WARRANTY,66770.0,95000 - 99999,Selangor,46,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-free-warranty-108332085.htm,civic,97499.5
2020,Honda CR-V 1.5 TC-P FULL SVC RECORD KEYLESS ENTRY,102800.0,100000 - 109999,Kuala Lumpur,46,https://www.mudah.my/honda-cr-v-1-5-tc-p-full-svc-record-keyless-entry-108756262.htm,cr-v,104999.5
2018,2018 Honda CIVIC 1.5 (A) TC TIP TOP CONDITION,77800.0,110000 - 119999,Selangor,46,https://www.mudah.my/2018-honda-civic-1-5-a-tc-tip-top-condition-107615779.htm,civic,114999.5
